iso_week,week_ending,region_code,region,kpi_id,kpi_name,value,unit,direction,source_name,source_url,measurement,updated_at
2026-W20,2026-05-17,US,United States,topq_unemp_delta,Early-career unemployment delta (proxy),2.9,pp,up,"BLS CPS (20-24 vs 16+, SA)",https://www.bls.gov/cps/,measured,2026-06-10T11:28:08Z
2026-W21,2026-05-24,US,United States,topq_unemp_delta,Early-career unemployment delta (proxy),2.9,pp,up,"BLS CPS (20-24 vs 16+, SA)",https://www.bls.gov/cps/,measured,2026-06-10T11:28:08Z
2026-W22,2026-05-31,US,United States,topq_unemp_delta,Early-career unemployment delta (proxy),2.9,pp,up,"BLS CPS (20-24 vs 16+, SA)",https://www.bls.gov/cps/,measured,2026-06-10T11:28:08Z
2026-W10,2026-03-08,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-12.77,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-12.87,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-12.71,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-12.92,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-12.98,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.13,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.29,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.33,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.55,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.64,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.74,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-13.88,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,hire_rate_22_25,22-25 hire rate change vs 2022,-14.0,%,up,CPS panel / Brynjolfsson 2025,https://www.anthropic.com/research/labor-market-impacts,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,ai_mention_postings,AI-mention posting share,5.83,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,ai_mention_postings,AI-mention posting share,6.06,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,ai_mention_postings,AI-mention posting share,6.13,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,ai_mention_postings,AI-mention posting share,6.38,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,ai_mention_postings,AI-mention posting share,6.61,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,ai_mention_postings,AI-mention posting share,6.79,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,ai_mention_postings,AI-mention posting share,7.02,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,ai_mention_postings,AI-mention posting share,7.22,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,ai_mention_postings,AI-mention posting share,7.45,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,ai_mention_postings,AI-mention posting share,7.69,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,ai_mention_postings,AI-mention posting share,7.88,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,ai_mention_postings,AI-mention posting share,8.09,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,ai_mention_postings,AI-mention posting share,8.3,%,down,Indeed Hiring Lab,https://www.hiringlab.org/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,capability_gap,Capability gap (theoretical-observed),44.39,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,capability_gap,Capability gap (theoretical-observed),44.96,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,capability_gap,Capability gap (theoretical-observed),44.39,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,capability_gap,Capability gap (theoretical-observed),44.11,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,capability_gap,Capability gap (theoretical-observed),43.51,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,capability_gap,Capability gap (theoretical-observed),43.73,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,capability_gap,Capability gap (theoretical-observed),43.13,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,capability_gap,Capability gap (theoretical-observed),43.05,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,capability_gap,Capability gap (theoretical-observed),43.1,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,capability_gap,Capability gap (theoretical-observed),42.71,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,capability_gap,Capability gap (theoretical-observed),42.46,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,capability_gap,Capability gap (theoretical-observed),42.24,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,capability_gap,Capability gap (theoretical-observed),42.0,pp,neutral,Eloundou et al. + Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,augmentation_share,Augmentation share of Claude usage,52.43,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,augmentation_share,Augmentation share of Claude usage,51.61,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,augmentation_share,Augmentation share of Claude usage,51.39,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,augmentation_share,Augmentation share of Claude usage,51.78,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,augmentation_share,Augmentation share of Claude usage,51.76,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,augmentation_share,Augmentation share of Claude usage,51.74,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,augmentation_share,Augmentation share of Claude usage,52.35,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,augmentation_share,Augmentation share of Claude usage,52.24,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,augmentation_share,Augmentation share of Claude usage,51.9,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,augmentation_share,Augmentation share of Claude usage,52.06,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,augmentation_share,Augmentation share of Claude usage,51.97,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,augmentation_share,Augmentation share of Claude usage,52.05,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,augmentation_share,Augmentation share of Claude usage,52.0,%,neutral,Anthropic Economic Index,https://www.anthropic.com/research/economic-index-march-2026-report,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,exposed_posting_index,Exposed-occupation posting index,91.85,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W11,2026-03-15,US,United States,exposed_posting_index,Exposed-occupation posting index,91.16,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W12,2026-03-22,US,United States,exposed_posting_index,Exposed-occupation posting index,90.6,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W13,2026-03-29,US,United States,exposed_posting_index,Exposed-occupation posting index,89.13,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W14,2026-04-05,US,United States,exposed_posting_index,Exposed-occupation posting index,86.7,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W15,2026-04-12,US,United States,exposed_posting_index,Exposed-occupation posting index,86.16,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W16,2026-04-19,US,United States,exposed_posting_index,Exposed-occupation posting index,84.75,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W17,2026-04-26,US,United States,exposed_posting_index,Exposed-occupation posting index,85.52,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W18,2026-05-03,US,United States,exposed_posting_index,Exposed-occupation posting index,85.6,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W19,2026-05-10,US,United States,exposed_posting_index,Exposed-occupation posting index,86.5,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W20,2026-05-17,US,United States,exposed_posting_index,Exposed-occupation posting index,86.15,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W21,2026-05-24,US,United States,exposed_posting_index,Exposed-occupation posting index,86.11,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W22,2026-05-31,US,United States,exposed_posting_index,Exposed-occupation posting index,84.19,index,up,Indeed Hiring Lab (exposed-sector composite),https://github.com/hiring-lab/job_postings_tracker,measured,2026-06-10T11:28:08Z
2026-W10,2026-03-08,US,United States,ai_skill_premium,AI-skill salary premium,26.71,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,ai_skill_premium,AI-skill salary premium,26.94,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,ai_skill_premium,AI-skill salary premium,26.78,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,ai_skill_premium,AI-skill salary premium,26.68,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,ai_skill_premium,AI-skill salary premium,27.0,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,ai_skill_premium,AI-skill salary premium,27.43,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,ai_skill_premium,AI-skill salary premium,27.31,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,ai_skill_premium,AI-skill salary premium,27.58,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,ai_skill_premium,AI-skill salary premium,27.63,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,ai_skill_premium,AI-skill salary premium,27.55,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,ai_skill_premium,AI-skill salary premium,27.8,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,ai_skill_premium,AI-skill salary premium,27.9,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,ai_skill_premium,AI-skill salary premium,28.0,%,down,Lightcast + Indeed,https://lightcast.io/,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,graduate_posting,Graduate posting in exposed roles,-10.93,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,graduate_posting,Graduate posting in exposed roles,-11.33,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,graduate_posting,Graduate posting in exposed roles,-12.17,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,graduate_posting,Graduate posting in exposed roles,-12.63,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,graduate_posting,Graduate posting in exposed roles,-13.22,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,graduate_posting,Graduate posting in exposed roles,-13.66,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,graduate_posting,Graduate posting in exposed roles,-14.3,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,graduate_posting,Graduate posting in exposed roles,-15.05,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,graduate_posting,Graduate posting in exposed roles,-15.6,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,graduate_posting,Graduate posting in exposed roles,-16.24,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,graduate_posting,Graduate posting in exposed roles,-16.76,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W21,2026-05-24,US,United States,graduate_posting,Graduate posting in exposed roles,-17.38,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W22,2026-05-31,US,United States,graduate_posting,Graduate posting in exposed roles,-18.0,%,up,IFOW + Big 4 disclosures,https://www.ifow.org/news-articles/the-impact-of-ai-on-entry-level-jobs-a-graduate-perspective,modelled,2026-06-02T00:00:00Z
2026-W10,2026-03-08,US,United States,net_creation,Net AI-attributed job creation,99.08,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W11,2026-03-15,US,United States,net_creation,Net AI-attributed job creation,100.4,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W12,2026-03-22,US,United States,net_creation,Net AI-attributed job creation,100.49,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W13,2026-03-29,US,United States,net_creation,Net AI-attributed job creation,103.64,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W14,2026-04-05,US,United States,net_creation,Net AI-attributed job creation,104.49,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W15,2026-04-12,US,United States,net_creation,Net AI-attributed job creation,106.42,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W16,2026-04-19,US,United States,net_creation,Net AI-attributed job creation,107.35,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W17,2026-04-26,US,United States,net_creation,Net AI-attributed job creation,108.03,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W18,2026-05-03,US,United States,net_creation,Net AI-attributed job creation,110.0,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W19,2026-05-10,US,United States,net_creation,Net AI-attributed job creation,111.23,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
2026-W20,2026-05-17,US,United States,net_creation,Net AI-attributed job creation,113.35,k roles,down,WEF Future of Jobs 2025 + regional adapter,https://www.weforum.org/publications/the-future-of-jobs-report-2025/,modelled,2026-06-02T00:00:00Z
